Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,simulation_error,corrected_median,raw_error,corrected_error,RE,RE_corr
NC_014328.1.region002,19021.0,5.424005047053257,2.934756722233003,0.0,4.0,5.0,7.0,30.0,18848,19019,18846,sample_1,0_3GB,NC_014328_1,region002,Genome1,0.1581769533158177,4630065,732369.5753542014,64613720.63081785,13.955251304423989,0.03,9.47902316805105,-8.955251304423989,-4.476228136372939,-0.6417119340290964,-0.3207558243651204
NC_014328.1.region001,18132.0,5.407290977277741,3.87084775787076,0.0,4.0,5.0,7.0,190.0,17964,18086,17918,sample_1,0_3GB,NC_014328_1,region001,Genome1,0.1581769533158177,4630065,732369.5753542014,64613720.63081785,13.955251304423989,0.03,9.47902316805105,-8.955251304423989,-4.476228136372939,-0.6417119340290964,-0.3207558243651204
NZ_CP053893.1.region002,19846.0,29.80827370754812,55.38527440470776,0.0,4.0,6.0,10.0,393.0,19816,19844,19814,sample_1,0_3GB,NZ_CP053893_1,region002,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,11.37482780166126,-14.69191829362489,-9.317090491963631,-0.7100317179462003,-0.45027678728241427
NZ_CP053893.1.region005,66020.0,6.089366858527719,2.593882369372908,0.0,4.0,6.0,8.0,44.0,65785,65902,65667,sample_1,0_3GB,NZ_CP053893_1,region005,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,11.37482780166126,-14.69191829362489,-9.317090491963631,-0.7100317179462003,-0.45027678728241427
NZ_CP053893.1.region004,19578.0,6.971958320563898,3.279458069951484,0.0,5.0,7.0,9.0,24.0,19561,19578,19561,sample_1,0_3GB,NZ_CP053893_1,region004,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,13.27063243527147,-13.69191829362489,-7.421285858353421,-0.6617036709372337,-0.3586562518294833
NZ_CP053893.1.region006,20740.0,7.378447444551591,3.742872204401178,0.0,5.0,7.0,9.0,25.0,20725,20740,20725,sample_1,0_3GB,NZ_CP053893_1,region006,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,13.27063243527147,-13.69191829362489,-7.421285858353421,-0.6617036709372337,-0.3586562518294833
NZ_CP053893.1.region003,20374.0,6.366349268675763,6.278104509577623,0.0,4.0,6.0,8.0,220.0,20263,20341,20230,sample_1,0_3GB,NZ_CP053893_1,region003,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,11.37482780166126,-14.69191829362489,-9.317090491963631,-0.7100317179462003,-0.45027678728241427
NZ_CP053893.1.region001,21541.0,6.095445893876793,2.478728101472745,0.0,4.0,6.0,8.0,26.0,21526,21538,21523,sample_1,0_3GB,NZ_CP053893_1,region001,Genome3,0.2345342640234534,5984367,1403539.1099912417,123828033.00306512,20.69191829362489,0.03,11.37482780166126,-14.69191829362489,-9.317090491963631,-0.7100317179462003,-0.45027678728241427
NZ_CP020566.1.region001,21701.0,17.596378047094603,6.645804176180167,3.0,13.0,16.0,21.0,61.0,21701,21701,21701,sample_1,0_3GB,NZ_CP020566_1,region001,Genome2,0.2134665156213466,2071952,442292.3739746804,39021495.22707813,18.83320425718266,0.03,30.33287413776336,-2.8332042571826612,11.499669880580697,-0.15043665530798486,0.6106061254125102
NZ_LT906470.1.region002,32244.0,15.126256047636767,7.152971229798989,2.0,12.0,14.0,17.0,104.0,32244,32242,32242,sample_1,0_3GB,NZ_LT906470_1,region002,Genome5,0.1927439608192744,2041290,393446.3197807766,34712024.42734391,17.004945121635785,0.03,26.54126487054294,-3.004945121635785,9.536319748907154,-0.17671007463661403,0.560796855308511
NZ_LT906470.1.region003,21755.0,15.078878418754307,5.222187675884255,4.0,12.0,14.0,17.0,61.0,21755,21739,21739,sample_1,0_3GB,NZ_LT906470_1,region003,Genome5,0.1927439608192744,2041290,393446.3197807766,34712024.42734391,17.004945121635785,0.03,26.54126487054294,-3.004945121635785,9.536319748907154,-0.17671007463661403,0.560796855308511
NZ_LT906470.1.region001,26313.0,15.383346634743283,5.341436453864795,2.0,12.0,15.0,18.0,62.0,26313,26313,26313,sample_1,0_3GB,NZ_LT906470_1,region001,Genome5,0.1927439608192744,2041290,393446.3197807766,34712024.42734391,17.004945121635785,0.03,28.437069504153147,-2.004945121635785,11.432124382517362,-0.11790365139637217,0.6722823449734046
NZ_LT906445.1.region001,21700.0,16.41557603686636,6.679175101112289,3.0,12.0,15.0,19.0,61.0,21700,21700,21700,sample_1,0_3GB,NZ_LT906445_1,region001,Genome4,0.2010783062201078,2132142,428727.5019807531,37824726.711695,17.740247465551075,0.03,28.437069504153147,-2.740247465551075,10.696822038602072,-0.15446500793589427,0.6029691558347036
